Grade,Subject,Unit #,Unit Title,Unit Objective,Skills Tested,Lesson 1 Title,Lesson 1 Bloom,Lesson 2 Title,Lesson 2 Bloom,Lesson 3 Title,Lesson 3 Bloom,Lesson 4 Title,Lesson 4 Bloom,Lesson 5 Title,Lesson 5 Bloom,Lesson 6 Title,Lesson 6 Bloom,Lesson 7 Title,Lesson 7 Bloom,Lesson 8 Title,Lesson 8 Bloom,Lesson 9 Title,Lesson 9 Bloom,Lesson 10 Title,Lesson 10 Bloom,Lesson 11 Title,Lesson 11 Bloom,Lesson 12 Title,Lesson 12 Bloom,Lesson 13 Title,Lesson 13 Bloom,Lesson 14 Title,Lesson 14 Bloom,Lesson 15 Title,Lesson 15 Bloom,Lesson 16 Title,Lesson 16 Bloom,Lesson 17 Title,Lesson 17 Bloom,Lesson 18 Title,Lesson 18 Bloom,Lesson 19 Title,Lesson 19 Bloom,Lesson 20 Title,Lesson 20 Bloom
3,Social Studies,8,Cultural Celebrations Around the World,Compare how different cultures celebrate special days.,"diversity, comparison, understanding",What Is a Cultural Celebration?,Remember,Storytime: A Festival From Another Culture,Understand,Sorting: Common vs. Unique Traditions,Analyze,Partner Share: My Familyís Celebrations,Reflect,Create a Celebration Calendar,Create,Group Activity: Comparing Holidays,Analyze,Drawing: My Favorite Celebration,Create,Journaling: What I Like About Cultural Celebrations,Reflect,Role Play: Explaining a Tradition,Apply,Watch & Reflect: Celebrations Around the World,Understand,Interview: Ask a Family Member About Their Traditions,Apply,Create a Celebration Poster,Create,Discussion: Why Celebrations Matter,Analyze,Partner Talk: How Celebrations Bring People Together,Reflect,Writing Prompt: If I Created a New Holiday,Create,Group Project: Plan a Class Celebration,Apply,Reflection Circle: What I Learned From Other Cultures,Reflect,Presentation: Share My Celebration Project,Evaluate,Celebration: Cultural Fair,Reflect,Create a ìCelebration Around the Worldî Book,Create
3,Social Studies,9,Explorers & Expansion,Learn how exploration shaped the U.S. and its people.,"history, mapping, cause/effect",Who Were the Early Explorers?,Remember,Storytime: A Journey Across New Lands,Understand,Mapping the Routes of Explorers,Apply,Causes and Effects of Exploration,Analyze,Partner Share: Why Explore?,Reflect,Role Play: Being an Explorer,Apply,Journaling: What Would I Discover?,Reflect,Timeline Activity: Key Exploration Events,Apply,Group Discussion: How Exploration Changed Lives,Analyze,Drawing: My Explorerís Map,Create,Watch & Reflect: Exploration and Its Impact,Understand,Create a Travel Diary of an Explorer,Create,Sorting: Positive and Negative Effects of Expansion,Analyze,Interview: Ask Someone About Exploration History,Apply,Partner Challenge: Plan an Expedition,Apply,Debate: Was Exploration Good or Bad?,Evaluate,Build a Model Ship or Route Map,Create,Reflection Circle: What I Learned About Exploration,Reflect,Presentation: My Explorer Project,Evaluate,Celebration: Explorer Day,Reflect
3,Social Studies,10,Regions of the U.S.,Identify and compare regions of the U.S. based on land and culture.,"geography, classification, synthesis",What Are Regions and Why Do They Matter?,Remember,Mapping the U.S. Regions,Understand,Characteristics of Different Regions,Understand,Storytime: A Trip Through the Regions,Understand,"Comparing Regions: Climate, Culture, and Land",Analyze,Role Play: Living in Different Regions,Apply,Journaling: Which Region Would I Like to Visit?,Reflect,Creating a Region Brochure,Create,Partner Share: What Makes My Region Special,Reflect,Group Discussion: How Regions Affect Peopleís Lives,Analyze,Mapping Activity: Locate Major Cities and Landmarks,Apply,Sorting: Natural Features vs. Human Features,Analyze,Visualization: Imagine Life in a Different Region,Apply,Partner Interview: Learn About Another Region,Apply,Writing Prompt: If I Moved to a New Region,Create,Create a Class Map of U.S. Regions,Create,Reflection Circle: What I Learned About Regions,Reflect,Presentation: My Region Brochure,Evaluate,Debate: Which Region Is Best?,Evaluate,Celebration: Regional Heritage Day,Reflect
3,Social Studies,11,Local History Inquiry,Investigate the history of your local area through interviews or artifacts.,"research, questioning, local relevance",What Is Local History?,Remember,Storytime: A Historical Mystery in Our Town,Understand,Interview Skills: Asking Good Questions,Apply,Exploring Artifacts: What Can They Tell Us?,Analyze,Partner Share: A Story from My Familyís Past,Reflect,Mapping Local Landmarks,Apply,Journaling: What I Learned From an Interview,Reflect,Group Discussion: Why Local History Matters,Analyze,Creating a Local History Timeline,Create,Role Play: Being a Reporter,Apply,Presentation Prep: Organizing Findings,Apply,Field Trip Reflection,Reflect,Interview: Talk to a Community Elder,Apply,Writing Prompt: A Day in Our Townís History,Create,Sorting: Historical Facts vs. Stories,Analyze,Group Project: Local History Museum Exhibit,Create,Reflection Circle: How Our Town Has Changed,Reflect,Visualization: Imagine Living Here Long Ago,Apply,Presentation: Our Local History Exhibit,Evaluate,Celebration: Local History Fair,Reflect
3,Social Studies,12,Citizenship Showcase,Present what it means to be a citizen through a student-led project.,"leadership, speaking, civic engagement",What Does It Mean to Be a Citizen?,Remember,Storytime: A Character Who Showed Good Citizenship,Understand,Planning a Citizenship Project,Apply,Partner Share: What Citizenship Means to Me,Reflect,Creating a Citizenship Poster,Create,Group Discussion: Rights and Responsibilities,Analyze,Role Play: Acting as a Good Citizen,Apply,Interview: Ask a Community Leader,Apply,Designing a Citizenship Badge,Create,Journaling: How I Can Be a Good Citizen,Reflect,Presentation Skills: Sharing My Project,Apply,Group Practice: Giving and Receiving Feedback,Apply,Reflection Circle: What I Learned About Citizenship,Reflect,Debate: Why Citizenship Matters,Evaluate,Partner Interview: Who Inspires Me to Be a Good Citizen?,Reflect,Creating a Class Citizenship Charter,Create,Visualization: Imagine Our Community,Apply,Writing Prompt: My Role as a Citizen,Create,Final Presentation: Citizenship Showcase,Evaluate,Celebration: Citizenship Day,Reflect
4,ELA,1,Analyzing Characters & Theme,Analyze character traits and development to determine theme.,"theme, inference, textual evidence",Defining Theme in Literature,Understand,Finding Lessons in Stories,Understand,Comparing Messages Across Texts,Apply,Analyzing Character Development,Analyze,Identifying Character Traits,Understand,Journaling on Character and Theme,Reflect,Role Play: Character Perspectives,Apply,Partner Share: Favorite Character,Reflect,Creating a Theme Chart,Create,Group Discussion: Themes in Books,Analyze,Interview: Ask About Favorite Stories,Apply,Writing Prompt: My Favorite Theme,Create,Sorting Game: Match Themes and Stories,Analyze,Partner Challenge: Compare Characters,Apply,Experiment: Act Out a Scene,Apply,Reflection Circle: What I Learned,Reflect,Presentation: My Theme Chart,Evaluate,Celebration: Theme Day,Reflect,Drawing Project: Favorite Character,Create,Review Quiz: Characters & Theme,Evaluate
4,ELA,2,Summarizing Complex Texts,Summarize informational and narrative texts using main idea and detail.,"summarizing, structure, comprehension",Reading and Comparing Poems,Understand,Identifying Poetic Elements,Understand,Exploring Rhythm and Rhyme,Apply,Summarizing Fiction and Nonfiction,Apply,Partner Share: Favorite Poem,Reflect,Journaling: How to Summarize,Reflect,Role Play: Summarizing a Story,Apply,Visualization: Key Details,Apply,Creating a Summary Chart,Create,Group Discussion: Why Summaries Matter,Analyze,Interview: Ask Someone About Summaries,Apply,Writing Prompt: My Summary,Create,Sorting Game: Match Summaries and Texts,Analyze,Partner Challenge: Summarize a Passage,Apply,Experiment: Summarizing Key Ideas,Apply,Reflection Circle: What I Learned,Reflect,Presentation: My Summary Chart,Evaluate,Celebration: Summary Day,Reflect,Drawing Project: Summary Visual,Create,Review Quiz: Summarizing Texts,Evaluate
4,ELA,3,Exploring Authorís Craft,Identify techniques authors use to influence mood and tone.,"figurative language, tone, vocabulary",Reviewing Key Reading Strategies,Understand,Using Text Evidence in Discussion,Understand,Summarizing Fiction and Nonfiction,Apply,Identifying Text Features in Nonfiction,Apply,Exploring Biography Structure,Apply,Reading and Writing Dialogue,Apply,Reflecting on ELA Skills Mastered,Reflect,Understanding Media Messages,Understand,Reflecting on Our Literacy Journey,Reflect,Analyzing Author's Word Choice,Analyze,Comparing Writing Styles,Analyze,Writing Prompt: Author's Purpose,Create,Role Play: Author's Voice,Apply,Partner Share: Favorite Author,Reflect,Creating an Author's Craft Chart,Create,Group Discussion: Author's Techniques,Analyze,Interview: Ask Someone About Writing,Apply,Presentation: My Author's Craft Chart,Evaluate,Celebration: Author's Craft Day,Reflect,Drawing Project: Author's Style,Create
4,ELA,4,Opinion Writing with Evidence,Write and support opinions with reasons and examples.,"argument writing, organization, reasoning",Defining Theme in Literature,Understand,Tracking Character Change,Understand,Identifying Author‚Äôs Message,Apply,Connecting Theme to Conflict,Apply,Supporting Theme with Quotes,Apply,Writing a Theme Statement,Analyze,Analyzing Theme Across Genres,Apply,Reading Poetry for Theme,Apply,Comparing Characters with Theme Focus,Analyze,Collaborating on Theme Boards,Apply,Writing a Multi-Paragraph Response,Apply,Using Clear Transitions in Literary Writing,Create,Peer Review for Text Support,Apply,Editing Literary Language,Apply,Revising for Insight and Depth,Evaluate,Publishing a Theme Essay,Apply,Recording Literary Reflections,Create,Presenting to the Class,Evaluate,Displaying Theme Projects,Apply,Reflecting on Literary Understanding,Reflect
4,ELA,5,Researching Informational Topics,Conduct research from multiple sources and cite them properly.,"research, paraphrasing, citations",Reading Poetry for Mood and Tone,Understand,Identifying Structure in Poems,Understand,Analyzing Figurative Language,Apply,Exploring Repetition and Emphasis,Analyze,Comparing Two Poems,Apply,Writing a Mood Poem,Create,Writing a Nature Poem,Apply,Drafting a Free Verse Poem,Create,Using Similes and Metaphors,Apply,Writing a Poem with Sensory Language,Create,Peer Review: Poetry Round,Apply,Revising Poetry for Imagery,Analyze,Editing for Rhythm and Flow,Evaluate,Creating a Poetry Collection,Create,Designing a Poem Poster,Apply,Performing Our Favorite Poem,Apply,Recording Poetry Readings,Evaluate,Reflecting on Poetry as Expression,Create,Publishing Our Poetry Book,Evaluate,Poetry Caf√© Celebration,Reflect
4,ELA,6,Comparing Text Structures,"Compare and analyze cause/effect, problem/solution, and other structures.","comparison, nonfiction, organization",Reviewing Key Literary Skills,Understand,Analyzing Texts Across Genres,Understand,Discussing Theme and Author‚Äôs Craft,Apply,Summarizing Core Ideas,Analyze,Using Text Evidence in Writing,Apply,Writing a Literary Reflection,Create,Reflecting on Favorite Characters,Apply,Exploring Literary Growth,Create,Analyzing Strengths as Readers,Apply,Creating a Year-End Reading Portfolio,Create,Setting Future Reading Goals,Apply,Writing a Letter to Next Year‚Äôs Teacher,Analyze,Peer Sharing of Favorite Texts,Evaluate,Creating Book Recommendation Cards,Create,Recording Reading Reflections,Apply,Designing a Genre Poster,Apply,Compiling a Personal Reading List,Evaluate,Presenting to Classmates,Create,Hosting a Reading Fair,Evaluate,Final Reading Reflection Essay,Reflect
4,ELA,7,Building Arguments from Sources,Use evidence from texts to write structured argumentative essays.,"text-based writing, reasoning, citation",Identifying Text Features in Nonfiction,Understand,Explaining the Purpose of Features,Understand,"Analyzing Diagrams, Charts, and Photos",Apply,Reading with Features in Mind,Apply,Comparing Feature-Rich vs Plain Texts,Apply,Taking Notes from Text Features,Analyze,Building Text Feature Anchor Charts,Apply,Designing a Feature-Rich Page,Create,Writing Expository Paragraphs with Features,Analyze,Using Features to Enhance Clarity,Apply,Editing for Format and Consistency,Apply,Peer Review of Layouts,Create,Exploring Nonfiction Text Sets,Analyze,Reviewing Informational Elements,Create,Publishing Informational Pages,Evaluate,Recording Explanatory Narratives,Create,Creating an Informational Flipbook,Evaluate,Exchanging Peer Feedback,Apply,Reflecting on Reading with Features,Evaluate,Text Features Showcase,Reflect
4,ELA,8,Crafting Narratives with Dialogue,"Write original narratives with strong characters, setting, and dialogue.","dialogue, structure, editing",Exploring Biography Structure,Understand,Reading Mentor Biographies,Understand,Taking Notes on Key Contributions,Apply,Building a Biography Timeline,Apply,Summarizing Historical Impacts,Apply,Drafting a Multi-Paragraph Biography,Analyze,Using Primary Sources,Apply,Incorporating Quotes and Dates,Create,Peer Review of Biographical Drafts,Analyze,Editing for Chronology and Clarity,Apply,Adding Features Like Timelines and Captions,Apply,Publishing Digital Biographies,Create,Creating Biography Presentations,Analyze,Designing Biography Brochures,Create,Delivering a Living Biography Talk,Evaluate,Connecting Biography to Values,Create,Writing Reflections on Historical Influence,Evaluate,Biography Panel Discussions,Apply,Presenting a Hero‚Äôs Journey,Evaluate,Reflecting on Research Growth,Reflect
4,Math,1,Multi-Digit Multiplication & Place Value,"Read, write, and multiply multi-digit numbers using place value understanding.","place value, multiplication, expanded form","Reviewing Place Value Through 10,000",Remember,Understanding the Value of Each Digit,Understand,Writing Large Numbers in Multiple Forms,Apply,Comparing and Ordering Large Numbers,Analyze,"Rounding Numbers to the Nearest 10, 100, and 1,000",Apply,"Multiplying by 10, 100, and 1,000",Apply,Exploring the Properties of Multiplication,Understand,Estimating Products,Analyze,Using Area Models to Multiply 2-Digit Numbers,Apply,Breaking Apart Numbers to Multiply (Distributive Property),Apply,Multiplying 2-Digit by 1-Digit Numbers,Apply,Multiplying 3-Digit by 1-Digit Numbers,Apply,Solving Word Problems Using Multiplication,Analyze,Explaining Multiplication Strategies,Evaluate,Identifying Errors in Multi-Digit Multiplication,Evaluate,Multiplying Using the Standard Algorithm (Intro),Apply,Comparing Multiplication Methods,Analyze,Creating a Real-World Multiplication Scenario,Create,Reviewing Multi-Digit Multiplication Concepts,Evaluate,Unit 1 Project: Teach a Multiplication Strategy,Create
4,Math,2,Division with Remainders,Divide multi-digit numbers using partial quotients and interpret remainders.,"division, estimation, number sense",Reviewing Properties of Shapes,Remember,"Identifying Points, Lines, and Rays",Understand,Understanding Types of Angles,Understand,Measuring Angles with Protractors,Apply,Exploring Angle Relationships,Understand,Classifying Triangles and Quadrilaterals,Understand,Creating a Geometry Notebook,Understand,Analyzing Parallel and Perpendicular Lines,Apply,Using Coordinate Grids to Draw Shapes,Apply,Exploring Line Symmetry,Understand,Identifying Rotational Symmetry,Apply,Solving Geometry Word Problems,Apply,Estimating and Measuring Angles,Analyze,Explaining Angle Strategy,Understand,Decomposing Figures into Triangles and Rectangles,Understand,Designing a Floor Plan,Apply,Exploring Nets of 3D Shapes,Create,Sketching Composite Figures,Analyze,Reviewing Geometry Vocabulary,Evaluate,Geometry Fair Presentations,Create
4,Math,3,Fractions & Mixed Numbers,Compare and model fractions and convert between improper and mixed.,"fractions, equivalence, modeling",Reviewing Numeric Patterns,Remember,Exploring Two-Step Patterns,Understand,Using Input/Output Tables,Apply,Identifying Pattern Rules,Understand,Creating Pattern Stories,Apply,Relating Patterns to Equations,Analyze,Graphing Patterns on Coordinate Grids,Apply,Finding Patterns in Word Problems,Analyze,Comparing Growth Rates,Understand,Using Variables in Pattern Rules,Apply,Analyzing Repeating vs Growing Patterns,Analyze,Designing a Pattern Game,Evaluate,Describing Patterns Using Math Language,Analyze,Explaining Real-World Patterns,Analyze,Correcting Pattern Misconceptions,Apply,Classifying Patterns by Behavior,Create,Using Expressions to Model Patterns,Evaluate,Pattern Task Cards,Evaluate,Pattern Mastery Challenge,Evaluate,Pattern Exhibition Day,Create
